bn:00014445n	[wn2020:02964806n, wn:02933112n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00031125n	[wn:15156746n, wn2020:15302652n]	ephemeris_time	[(astronomy) a measure of time defined by Earth's orbital motion; terrestrial time is mean solar time corrected for the irregularities of the Earth's motions]
bn:00031125n	[wn:15156746n, wn2020:15302652n]	tdt	[]
bn:00031125n	[wn:15156746n, wn2020:15302652n]	terrestrial_dynamical_time	[]
bn:00031125n	[wn:15156746n, wn2020:15302652n]	tt	[]
bn:00002515n	[wn:05778749n, wn2020:05833732n]	alchemy	[A pseudoscientific forerunner of chemistry in medieval times]
bn:00031153n	[wn2020:07526782n, wn:07435533n]	epidemic	[A widespread outbreak of an infectious disease; many people are infected at the same time]
bn:00031166n	[wn:14028652n, wn2020:14168497n]	epidural	[Regional anesthesia resulting from injection of an anesthetic into the epidural space of the spinal cord; sensation is lost in the abdominal and genital and pelvic areas; used in childbirth and gynecological surgery]
bn:00031166n	[wn:14028652n, wn2020:14168497n]	epidural_anaesthesia	[]
bn:00031166n	[wn:14028652n, wn2020:14168497n]	epidural_anesthesia	[]
bn:00002520n	[wn2020:14850501n, wn:14708720n]	alcohol	[Any of a series of volatile hydroxyl compounds that are made from hydrocarbons by distillation]
bn:00002523n	[wn2020:14204508n, wn:14064644n]	drunkenness	[Habitual intoxication; prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms]
bn:00002523n	[wn2020:14204508n, wn:14064644n]	inebriation	[]
bn:00002523n	[wn2020:14204508n, wn:14064644n]	alcohol_addiction	[]
bn:00002523n	[wn2020:14204508n, wn:14064644n]	alcoholism	[]
bn:00031169n	[wn2020:12361336n, wn:12235051n]	epigaea_repens	[Low-growing evergreen shrub of eastern North America with leathery leaves and clusters of fragrant pink or white flowers]
bn:00031169n	[wn2020:12361336n, wn:12235051n]	mayflower	[]
bn:00031169n	[wn2020:12361336n, wn:12235051n]	trailing_arbutus	[]
bn:00031178n	[wn2020:06678982n, wn:06613340n]	epigraph	[A quotation at the beginning of some piece of writing]
bn:00031179n	[wn2020:06469904n, wn:06406547n]	epigraph	[An engraved inscription]
bn:00031190n	[wn2020:10173688n, wn:10062176n]	epileptic	[A person who has epilepsy]
bn:00002529n	[wn:02696048n, wn2020:02726152n]	alcove	[]
bn:00002529n	[wn:02696048n, wn2020:02726152n]	bay	[A small recess opening off a larger room]
bn:00031195n	[wn:06398760n, wn2020:06462063n]	epilog	[A short passage added at the end of a literary work]
bn:00031195n	[wn:06398760n, wn2020:06462063n]	epilogue	[]
bn:00002519n	[wn2020:07978496n, wn:07884567n]	alcoholic_drink	[]
bn:00002519n	[wn2020:07978496n, wn:07884567n]	alcohol	[]
bn:00002519n	[wn2020:07978496n, wn:07884567n]	intoxicant	[]
bn:00002519n	[wn2020:07978496n, wn:07884567n]	alcoholic_beverage	[]
bn:00002519n	[wn2020:07978496n, wn:07884567n]	inebriant	[A liquor or brew containing alcohol as the active agent]
bn:00002539n	[wn:12284262n, wn2020:12410547n]	alder	[]
bn:00002539n	[wn:12284262n, wn2020:12410547n]	alder_tree	[North temperate shrubs or trees having toothed leaves and conelike fruit; bark is used in tanning and dyeing and the wood is rot-resistant]
bn:00031203n	[wn:07323605n, wn2020:07414824n]	epiphany	[A divine manifestation]
bn:00002569n	[wn2020:02726269n, wn:02696165n]	alehouse	[A tavern where ale is sold]
bn:00031193n	[wn2020:12468781n, wn:12342498n]	epilobium_angustifolium	[Tall North American perennial with creeping rootstocks and narrow leaves and spikes of pinkish-purple flowers occurring in great abundance in burned-over areas or recent clearings; an important honey plant]
bn:00031193n	[wn2020:12468781n, wn:12342498n]	wickup	[]
bn:00031193n	[wn2020:12468781n, wn:12342498n]	rosebay_willowherb	[]
bn:00031193n	[wn2020:12468781n, wn:12342498n]	giant_willowherb	[]
bn:00031193n	[wn2020:12468781n, wn:12342498n]	fireweed	[]
bn:00031208n	[wn2020:05646335n, wn:05592504n]	epiphysis	[The end of a long bone; initially separated from the main bone by a layer of cartilage that eventually ossifies so the parts become fused]
bn:00002637n	[wn2020:09893775n, wn:09782855n]	alexic	[A person with alexia]
bn:00031212n	[wn:11788727n, wn2020:11912497n]	scindapsus_aureus	[Evergreen liana widely cultivated for its variegated foliage]
bn:00031212n	[wn:11788727n, wn2020:11912497n]	epipremnum_aureum	[]
bn:00031212n	[wn:11788727n, wn2020:11912497n]	ivy_arum	[]
bn:00031212n	[wn:11788727n, wn2020:11912497n]	pothos	[]
bn:00031212n	[wn:11788727n, wn2020:11912497n]	golden_pothos	[]
bn:00002643n	[wn:07801779n, wn2020:07895367n]	alfalfa	[Leguminous plant grown for hay or forage]
bn:00002641n	[wn:02246284n, wn2020:02268119n]	family_aleyrodidae	[Whiteflies]
bn:00002641n	[wn:02246284n, wn2020:02268119n]	aleyrodidae	[]
bn:00031225n	[wn:06396330n, wn2020:06459633n]	episode	[A brief section of a literary or dramatic work that forms part of a connected series]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	redstem_storksbill	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	alfilaria	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	erodium_cicutarium	[European weed naturalized in southwestern United States and Mexico having reddish decumbent stems with small fernlike leaves and small deep reddish-lavender flowers followed by slender fruits that stick straight up; often grown for forage]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	pin_grass	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	pin_clover	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	filaria	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	clocks	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	alfileria	[]
bn:00002645n	[wn:12688903n, wn2020:12816456n]	filaree	[]
bn:00031227n	[wn:04173172n, wn2020:04216614n]	episode	[Film consisting of a succession of related shots that develop a given subject in a movie]
bn:00031227n	[wn:04173172n, wn2020:04216614n]	sequence	[]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	locust_bean	[]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	locust_pod	[Long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	algarroba_bean	[]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	algarroba	[]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	carob	[]
bn:00002673n	[wn2020:12620484n, wn:12493426n]	carob_bean	[]
bn:00031209n	[wn:05485098n, wn2020:05538727n]	epiphysis	[A small endocrine gland in the brain; situated beneath the back part of the corpus callosum; secretes melatonin]
bn:00031209n	[wn:05485098n, wn2020:05538727n]	epiphysis_cerebri	[]
bn:00031209n	[wn:05485098n, wn2020:05538727n]	pineal_body	[]
bn:00031209n	[wn:05485098n, wn2020:05538727n]	pineal_gland	[]
bn:00002675n	[wn2020:11889629n, wn:11765859n]	prosopis_juliiflora	[Mesquite of Gulf Coast and Caribbean Islands from Mexico to Venezuela]
bn:00002675n	[wn2020:11889629n, wn:11765859n]	algarroba	[]
bn:00002675n	[wn2020:11889629n, wn:11765859n]	prosopis_juliflora	[]
bn:00031232n	[wn2020:13629708n, wn:13495507n]	epistasis	[The suppression of a gene by the effect of an unrelated gene]
bn:00031232n	[wn2020:13629708n, wn:13495507n]	hypostasis	[]
bn:00002674n	[wn2020:12620266n, wn:12493208n]	ceratonia_siliqua	[Evergreen Mediterranean tree with edible pods; the biblical carob]
bn:00002674n	[wn2020:12620266n, wn:12493208n]	carob_bean_tree	[]
bn:00002674n	[wn2020:12620266n, wn:12493208n]	algarroba	[]
bn:00002674n	[wn2020:12620266n, wn:12493208n]	carob	[]
bn:00002674n	[wn2020:12620266n, wn:12493208n]	carob_tree	[]
bn:00031249n	[wn2020:06469982n, wn:06406625n]	epitaph	[An inscription on a tombstone or monument in memory of the person buried there]
bn:00031255n	[wn2020:14392413n, wn:14252464n]	epithelioma	[A malignant tumor of the epithelial tissue]
bn:00002682n	[wn2020:09800330n, wn:09690083n]	algerian	[A native or inhabitant of Algeria]
bn:00031267n	[wn:06383523n, wn2020:06446790n]	epos	[A body of poetry that conveys the traditions of a society by treating some epic theme]
bn:00002700n	[wn:09646608n, wn2020:09756831n]	algonquin	[A member of any of the North American Indian groups speaking an Algonquian language and originally living in the subarctic regions of eastern Canada; many Algonquian tribes migrated south into the woodlands from the Mississippi River to the Atlantic coast]
bn:00002700n	[wn:09646608n, wn2020:09756831n]	algonquian	[]
bn:00031262n	[wn2020:15394776n, wn:15248269n]	epoch	[A unit of geological time that is a subdivision of a period and is itself divided into ages]
bn:00002693n	[wn2020:06970386n, wn:06901764n]	algol	[(from a combination of ALGOrithmic and Language); a programming language used to express computer programs as algorithms]
bn:00002704n	[wn2020:06062114n, wn:06004599n]	algorism	[Computation with Arabic figures]
bn:00031261n	[wn2020:15395071n, wn:15248564n]	epoch	[A period marked by distinctive character or reckoned from a fixed point or event]
bn:00031261n	[wn2020:15395071n, wn:15248564n]	era	[]
bn:00031268n	[wn2020:15045909n, wn:14902733n]	epoxy_glue	[A thermosetting resin; used chiefly in strong adhesives and coatings and laminates]
bn:00031268n	[wn2020:15045909n, wn:14902733n]	epoxy_resin	[]
bn:00031268n	[wn2020:15045909n, wn:14902733n]	epoxy	[]
bn:00002715n	[wn2020:06808306n, wn:06741305n]	excuse	[]
bn:00002715n	[wn2020:06808306n, wn:06741305n]	self-justification	[A defense of some offensive behavior or some failure to keep a promise etc.]
bn:00002715n	[wn2020:06808306n, wn:06741305n]	alibi	[]
bn:00002715n	[wn2020:06808306n, wn:06741305n]	exculpation	[]
bn:00002714n	[wn:06741099n, wn2020:06808100n]	alibi	[(law) a defense by an accused person purporting to show that he or she could not have committed the crime in question]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	alimentation	[]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	victuals	[A source of materials to nourish the body]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	sustenance	[]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	aliment	[]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	nourishment	[]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	nutrition	[]
bn:00002745n	[wn2020:07663371n, wn:07570720n]	nutriment	[]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	alimentary_tract	[]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	digestive_tube	[]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	alimentary_canal	[]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	gi_tract	[Tubular passage of mucous membrane and muscle extending about 8.3 meters from mouth to anus; functions in digestion and elimination]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	digestive_tract	[]
bn:00002746n	[wn:05532225n, wn2020:05585849n]	gastrointestinal_tract	[]
bn:00002781n	[wn:14778019n, wn2020:14920106n]	alkaliser	[]
bn:00002781n	[wn:14778019n, wn2020:14920106n]	antiacid	[An agent that counteracts or neutralizes acidity (especially in the stomach)]
bn:00002781n	[wn:14778019n, wn2020:14920106n]	gastric_antacid	[]
bn:00002781n	[wn:14778019n, wn2020:14920106n]	alkalizer	[]
bn:00002781n	[wn:14778019n, wn2020:14920106n]	antacid	[]
bn:00002820n	[wn:04877938n, wn2020:04925909n]	fealty	[The loyalty that citizens owe to their country (or subjects to their sovereign)]
bn:00002820n	[wn:04877938n, wn2020:04925909n]	allegiance	[]
bn:00002825n	[wn2020:15411491n, wn:15264891n]	allegretto	[A quicker tempo than andante but not as fast as allegro]
bn:00031270n	[wn2020:06902444n, wn:06834565n]	epsilon	[The 5th letter of the Greek alphabet]
bn:00000708n	[wn:05755486n, wn2020:05810287n]	accommodation	[In the theories of Jean Piaget: the modification of internal representations in order to accommodate a changing knowledge of reality]
bn:00031283n	[wn2020:03329213n, wn:03293741n]	equalizer	[]
bn:00031283n	[wn2020:03329213n, wn:03293741n]	equaliser	[Electronic equipment that reduces frequency distortion]
bn:00000711n	[wn2020:00194781n, wn:00193225n]	accommodation	[(physiology) the automatic adjustment in focal length of the natural lens of the eye]
bn:00000717n	[wn2020:07120555n, wn:07031752n]	musical_accompaniment	[]
bn:00000717n	[wn2020:07120555n, wn:07031752n]	accompaniment	[]
bn:00000717n	[wn2020:07120555n, wn:07031752n]	support	[A musical part (vocal or instrumental) that supports or provides background for other musical parts]
bn:00000717n	[wn2020:07120555n, wn:07031752n]	backup	[]
bn:00000722n	[wn2020:09871806n, wn:09761068n]	confederate	[A person who joins with another in carrying out some plan (especially an unethical or illegal plan)]
bn:00000722n	[wn2020:09871806n, wn:09761068n]	accomplice	[]
bn:00031284n	[wn:04747899n, wn2020:04794747n]	equality	[The quality of being the same in quantity or measure or value or status]
bn:00000736n	[wn2020:10481509n, wn:10369699n]	accoucheur	[A physician specializing in obstetrics]
bn:00000736n	[wn2020:10481509n, wn:10369699n]	obstetrician	[]
bn:00031295n	[wn:13874073n, wn2020:14012445n]	equator	[A circle dividing a sphere or other surface into two usually equal and symmetrical parts]
bn:00031296n	[wn2020:03329335n, wn:03293863n]	equatorial	[A telescope whose mounting has only two axes of motion, one parallel to the Earth's axis and the other one at right angles to it]
bn:00031299n	[wn2020:10174106n, wn:10062594n]	equerry	[An official charged with the care of the horses of princes or nobles]
bn:00031300n	[wn2020:10174004n, wn:10062492n]	equerry	[A personal attendant of the British royal family]
bn:00000725n	[wn:05637558n, wn2020:05691757n]	attainment	[An ability that has been acquired by training]
bn:00000725n	[wn:05637558n, wn2020:05691757n]	acquisition	[]
bn:00000725n	[wn:05637558n, wn2020:05691757n]	acquirement	[]
bn:00000725n	[wn:05637558n, wn2020:05691757n]	accomplishment	[]
bn:00000725n	[wn:05637558n, wn2020:05691757n]	skill	[]
bn:00031301n	[wn2020:10297368n, wn:10185793n]	equestrian	[]
bn:00031301n	[wn2020:10297368n, wn:10185793n]	horseman	[]
bn:00031301n	[wn2020:10297368n, wn:10185793n]	horseback_rider	[A man skilled in equitation]
bn:00000744n	[wn2020:13488504n, wn:13354985n]	accounting	[]
bn:00000744n	[wn2020:13488504n, wn:13354985n]	account	[]
bn:00000744n	[wn2020:13488504n, wn:13354985n]	account_statement	[A statement of recent transactions and the resulting balance]
bn:00000750n	[wn:14490801n, wn2020:14631604n]	payable	[A liability account showing how much is owed for goods and services purchased on credit]
bn:00000750n	[wn:14490801n, wn2020:14631604n]	account_payable	[]
bn:00000741n	[wn2020:06805334n, wn:06738281n]	explanation	[]
bn:00000741n	[wn2020:06805334n, wn:06738281n]	account	[A statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.]
bn:00031307n	[wn:02374149n, wn2020:02398613n]	equine	[]
bn:00031307n	[wn:02374149n, wn2020:02398613n]	equid	[Hoofed mammals having slender legs and a flat coat with a narrow mane along the back of the neck]
bn:00031310n	[wn2020:14000625n, wn:13862552n]	equilateral	[A figure whose sides are all equal]
bn:00031293n	[wn:06669864n, wn2020:06736402n]	equation	[A mathematical statement that two expressions are equal]
bn:00000748n	[wn:13404248n, wn2020:13538111n]	ledger	[]
bn:00000748n	[wn:13404248n, wn2020:13538111n]	book	[A record in which commercial accounts are recorded]
bn:00000748n	[wn:13404248n, wn2020:13538111n]	book_of_account	[]
bn:00000748n	[wn:13404248n, wn2020:13538111n]	account_book	[]
bn:00000748n	[wn:13404248n, wn2020:13538111n]	leger	[]
bn:00031313n	[wn:05659365n, wn2020:05713654n]	equilibrium	[]
bn:00031313n	[wn:05659365n, wn2020:05713654n]	vestibular_sense	[]
bn:00031313n	[wn:05659365n, wn2020:05713654n]	labyrinthine_sense	[]
bn:00031313n	[wn:05659365n, wn2020:05713654n]	sense_of_equilibrium	[A sensory system located in structures of the inner ear that registers the orientation of the head]
bn:00031313n	[wn:05659365n, wn2020:05713654n]	sense_of_balance	[]
bn:00031294n	[wn:08568719n, wn2020:08667683n]	equator	[An imaginary line around the Earth forming the great circle that is equidistant from the north and south poles]
bn:00031321n	[wn:03730153n, wn2020:03769251n]	equipage	[Equipment and supplies of a military force]
bn:00031321n	[wn:03730153n, wn2020:03769251n]	materiel	[]
bn:00031331n	[wn2020:00452361n, wn:00450335n]	equitation	[The sport of siting on the back of a horse while controlling its movements]
bn:00031331n	[wn2020:00452361n, wn:00450335n]	horseback_riding	[]
bn:00031331n	[wn2020:00452361n, wn:00450335n]	riding	[]
bn:00000746n	[wn2020:06581826n, wn:06516955n]	account	[]
bn:00000746n	[wn2020:06581826n, wn:06516955n]	bill	[]
bn:00000746n	[wn2020:06581826n, wn:06516955n]	invoice	[An itemized statement of money owed for goods shipped or services rendered]
bn:00031318n	[wn:08520728n, wn2020:08619315n]	equinoctial_point	[]
bn:00031318n	[wn:08520728n, wn2020:08619315n]	equinox	[(astronomy) either of the two celestial points at which the celestial equator intersects the ecliptic]
bn:00031336n	[wn2020:04795121n, wn:04748273n]	equivalence	[Essential equality and interchangeability]
bn:00046453n	[wn2020:12385170n, wn:12258885n]	monotropa_uniflora	[Small waxy white or pinkish-white saprophytic woodland plant having scalelike leaves and a nodding flower; turns black with age]
bn:00046453n	[wn2020:12385170n, wn:12258885n]	waxflower	[]
bn:00046453n	[wn2020:12385170n, wn:12258885n]	indian_pipe	[]
bn:00031333n	[wn:13333420n, wn2020:13466826n]	equity	[The ownership interest of shareholders in a corporation]
bn:00046444n	[wn2020:11841127n, wn:11717399n]	nelumbo_nucifera	[Native to eastern Asia; widely cultivated for its large pink or white flowers]
bn:00046444n	[wn2020:11841127n, wn:11717399n]	sacred_lotus	[]
bn:00046444n	[wn2020:11841127n, wn:11717399n]	indian_lotus	[]
bn:00046444n	[wn2020:11841127n, wn:11717399n]	lotus	[]
bn:00031340n	[wn:06761099n, wn2020:06828152n]	equivocation	[A statement that is not literally false but that cleverly avoids an unpleasant truth]
bn:00031340n	[wn:06761099n, wn2020:06828152n]	evasion	[]
bn:00031343n	[wn2020:10279590n, wn:10168012n]	equivocator	[]
bn:00031343n	[wn2020:10279590n, wn:10168012n]	hedger	[]
bn:00031343n	[wn2020:10279590n, wn:10168012n]	tergiversator	[A respondent who avoids giving a clear direct answer]
