bn:00014445n	[wn:02933112n, wn2020:02964806n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00024298n	[wn:12164363n, wn2020:12290618n]	muskmelon	[]
bn:00024298n	[wn:12164363n, wn2020:12290618n]	sweet_melon_vine	[]
bn:00047002n	[wn:00963241n, wn2020:00967907n]	insurgency	[]
bn:00047002n	[wn:00963241n, wn2020:00967907n]	insurgence	[An organized rebellion aimed at overthrowing a constituted government through the use of subversion and armed conflict]
bn:00024316n	[wn:03145522n, wn2020:03179341n]	cue	[]
bn:00024316n	[wn:03145522n, wn2020:03179341n]	cue_stick	[]
bn:00024316n	[wn:03145522n, wn2020:03179341n]	pool_cue	[]
bn:00024316n	[wn:03145522n, wn2020:03179341n]	pool_stick	[Sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards]
bn:00024318n	[wn:03145843n, wn2020:03179662n]	cuff	[]
bn:00024318n	[wn:03145843n, wn2020:03179662n]	turnup	[The lap consisting of a turned-back hem encircling the end of the sleeve or leg]
bn:00047025n	[wn:05617606n, wn2020:05671483n]	intelligence	[The ability to comprehend; to understand and profit from experience]
bn:00047030n	[wn:10569411n, wn2020:10681168n]	intelligence_agent	[]
bn:00047030n	[wn:10569411n, wn2020:10681168n]	operative	[A person secretly employed in espionage for a government]
bn:00047030n	[wn:10569411n, wn2020:10681168n]	secret_agent	[]
bn:00047030n	[wn:10569411n, wn2020:10681168n]	intelligence_officer	[]
bn:00047037n	[wn:00748011n, wn2020:00751340n]	intemperance	[]
bn:00047037n	[wn:00748011n, wn2020:00751340n]	intemperateness	[Consumption of alcoholic drinks]
bn:00047041n	[wn2020:06382701n, wn:06321054n]	intensifier	[]
bn:00047041n	[wn2020:06382701n, wn:06321054n]	intensive	[A modifier that has little meaning except to intensify the meaning it modifies]
bn:00047042n	[wn:05099796n, wn2020:05151364n]	intensity	[]
bn:00047042n	[wn:05099796n, wn2020:05151364n]	strength	[]
bn:00047042n	[wn:05099796n, wn2020:05151364n]	intensity_level	[The amount of energy transmitted (as by acoustic or electromagnetic radiation)]
bn:00047044n	[wn:04990220n, wn2020:05040239n]	intensity	[The magnitude of sound (usually in a specified direction)]
bn:00047044n	[wn:04990220n, wn2020:05040239n]	volume	[]
bn:00047044n	[wn:04990220n, wn2020:05040239n]	loudness	[]
bn:00024377n	[wn2020:03180958n, wn:03147084n]	culverin	[A medieval musket]
bn:00047058n	[wn2020:00141157n, wn:00139758n]	interception	[(American football) the act of catching a football by a player on the opposing team]
bn:00047060n	[wn2020:07281074n, wn:07190188n]	intercession	[A prayer to God on behalf of another person]
bn:00047064n	[wn:04292572n, wn2020:04336554n]	squawk_box	[]
bn:00047064n	[wn:04292572n, wn2020:04336554n]	squawker	[]
bn:00047064n	[wn:04292572n, wn2020:04336554n]	intercom_speaker	[The loudspeaker on an intercom or public address system]
bn:00024370n	[wn:00920510n, wn2020:00924677n]	culture	[(biology) the growing of microorganisms in a nutrient medium (such as gelatin or agar)]
bn:00047080n	[wn2020:13451858n, wn:13318584n]	interest	[A fixed charge for borrowing money; usually a percentage of the amount borrowed]
bn:00024376n	[wn:03147156n, wn2020:03181030n]	culverin	[A heavy cannon with a long barrel used in the 16th and 17th centuries]
bn:00024386n	[wn2020:07908348n, wn:07814634n]	cumin	[]
bn:00024386n	[wn2020:07908348n, wn:07814634n]	cumin_seed	[Aromatic seeds of the cumin herb of the carrot family]
bn:00024413n	[wn:13619168n, wn2020:13754758n]	cup	[A United States liquid unit equal to 8 fluid ounces]
bn:00047097n	[wn2020:15419678n, wn:15272887n]	meanwhile	[]
bn:00047097n	[wn2020:15419678n, wn:15272887n]	lag	[The time between one event, process, or period and another]
bn:00047097n	[wn2020:15419678n, wn:15272887n]	interim	[]
bn:00047097n	[wn2020:15419678n, wn:15272887n]	meantime	[]
bn:00024415n	[wn:07930864n, wn2020:08025569n]	cup	[A punch served in a pitcher instead of a punch bowl]
bn:00047062n	[wn:03577818n, wn2020:03615181n]	interchange	[A junction of highways on different levels that permits traffic to move from one to another without crossing traffic streams]
bn:00024398n	[wn:06361635n, wn2020:06424410n]	cuneiform	[An ancient wedge-shaped script used in Mesopotamia and Persia]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	twat	[Obscene terms for female genitals]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	cunt	[]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	puss	[]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	pussy	[]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	slit	[]
bn:00024407n	[wn:05521514n, wn2020:05575225n]	snatch	[]
bn:00047088n	[wn:06575227n, wn2020:06640599n]	interface	[]
bn:00047088n	[wn:06575227n, wn2020:06640599n]	user_interface	[(computer science) a program that controls a display for the user (usually on a computer monitor) and that allows the user to interact with the system]
bn:00047116n	[wn:10211036n, wn2020:10322677n]	interlocutor	[]
bn:00047116n	[wn:10211036n, wn2020:10322677n]	middleman	[The performer in the middle of a minstrel line who engages the others in talk]
bn:00024417n	[wn:03147901n, wn2020:03181793n]	cup	[]
bn:00024417n	[wn:03147901n, wn2020:03181793n]	loving_cup	[A large metal vessel with two handles that is awarded as a trophy to the winner of a competition]
bn:00024410n	[wn:03147509n, wn2020:03181383n]	cup	[A small open container usually used for drinking; usually has a handle]
bn:00047126n	[wn2020:07128646n, wn:07039620n]	intermezzo	[A short piece of instrumental music composed for performance between acts of a drama or opera]
bn:00024431n	[wn:03148808n, wn2020:03182700n]	cupola	[A vertical cylindrical furnace for melting iron for casting]
bn:00024426n	[wn2020:13037564n, wn:12908645n]	cupflower	[]
bn:00024426n	[wn2020:13037564n, wn:12908645n]	nierembergia	[Any of various plants of the genus Nierembergia having upturned bell-shaped flowers]
bn:00024433n	[wn2020:08028541n, wn:07933799n]	cuppa	[]
bn:00024433n	[wn2020:08028541n, wn:07933799n]	cupper	[A cup of tea]
bn:00047109n	[wn2020:06974799n, wn:06906116n]	lingua_franca	[]
bn:00047109n	[wn2020:06974799n, wn:06906116n]	interlanguage	[]
bn:00047109n	[wn2020:06974799n, wn:06906116n]	koine	[A common language used by speakers of different languages]
bn:00024432n	[wn:03148727n, wn2020:03182619n]	cupola	[A roof in the form of a dome]
bn:00047140n	[wn:05926676n, wn2020:05983078n]	representation	[]
bn:00047140n	[wn:05926676n, wn2020:05983078n]	mental_representation	[]
bn:00047140n	[wn:05926676n, wn2020:05983078n]	internal_representation	[A presentation to the mind in the form of an idea or image]
bn:00047146n	[wn:08366071n, wn2020:08463512n]	international	[Any of several international socialist organizations]
bn:00024449n	[wn:02084861n, wn2020:02105351n]	mutt	[An inferior dog or one of mixed breed]
bn:00024449n	[wn:02084861n, wn2020:02105351n]	cur	[]
bn:00024449n	[wn:02084861n, wn2020:02105351n]	mongrel	[]
bn:00024453n	[wn:07909954n, wn2020:08004652n]	curacao	[]
bn:00024453n	[wn:07909954n, wn2020:08004652n]	curacoa	[Flavored with sour orange peel]
bn:00024461n	[wn2020:04117447n, wn:04074482n]	remedy	[]
bn:00024461n	[wn2020:04117447n, wn:04074482n]	curative	[]
bn:00024461n	[wn2020:04117447n, wn:04074482n]	cure	[]
bn:00024461n	[wn2020:04117447n, wn:04074482n]	therapeutic	[A medicine or therapy that cures disease or relieve pain]
bn:00047114n	[wn:06536389n, wn2020:06601314n]	rendering	[]
bn:00047114n	[wn:06536389n, wn2020:06601314n]	version	[A written communication in a second language having the same meaning as the written communication in a first language]
bn:00047114n	[wn:06536389n, wn2020:06601314n]	translation	[]
bn:00047114n	[wn:06536389n, wn2020:06601314n]	interlingual_rendition	[]
bn:00024463n	[wn2020:03182812n, wn:03148920n]	curb	[]
bn:00024463n	[wn2020:03182812n, wn:03148920n]	curbing	[]
bn:00024463n	[wn2020:03182812n, wn:03148920n]	kerb	[An edge between a sidewalk and a roadway consisting of a line of curbstones (usually forming part of a gutter)]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	mile	[]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	mi	[A unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	statute_mile	[]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	stat_mi	[]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	land_mile	[]
bn:00047159n	[wn:13651218n, wn2020:13787180n]	international_mile	[]
bn:00047170n	[wn:10211830n, wn2020:10323440n]	internationalist	[A member of a socialist or communist international]
bn:00047167n	[wn2020:06020311n, wn:05963494n]	internationalism	[The doctrine that nations should cooperate because their common interests are more important than their differences]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	venus's_curse	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	dose	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	sexually_transmitted_disease	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	std	[A communicable infection transmitted by sexual intercourse or genital contact]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	venereal_disease	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	vd	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	venereal_infection	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	social_disease	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	cupid's_itch	[]
bn:00024430n	[wn2020:14272987n, wn:14133159n]	cupid's_disease	[]
bn:00024473n	[wn2020:07943880n, wn:07850083n]	curd	[A coagulated liquid resembling milk curd]
bn:00047180n	[wn:03657239n, wn2020:03695166n]	lens_implant	[]
bn:00047180n	[wn:03657239n, wn2020:03695166n]	interocular_lens_implant	[]
bn:00047180n	[wn:03657239n, wn2020:03695166n]	iol	[A clear plastic lens that is implanted in the eye; usually done when the natural lens has been removed in a cataract operation]
bn:00047185n	[wn:00051712n, wn2020:00053067n]	interpenetration	[]
bn:00047185n	[wn:00051712n, wn2020:00053067n]	permeation	[Mutual penetration; diffusion of each through the other]
bn:00024474n	[wn:07849912n, wn2020:07943709n]	curd	[Coagulated milk; used to make cheese]
bn:00047183n	[wn2020:06719583n, wn:06653160n]	interpellation	[(parliament) a parliamentary procedure of demanding that a government official explain some act or policy]
bn:00024479n	[wn2020:06605452n, wn:06540527n]	curfew	[An order that after a specific time certain activities (as being outside on the streets) are prohibited]
bn:00024485n	[wn:13491060n, wn2020:13625243n]	hardening	[]
bn:00024485n	[wn:13491060n, wn2020:13625243n]	solidifying	[]
bn:00024485n	[wn:13491060n, wn2020:13625243n]	solidification	[]
bn:00024485n	[wn:13491060n, wn2020:13625243n]	set	[]
bn:00024485n	[wn:13491060n, wn2020:13625243n]	curing	[The process of becoming hard or solid by cooling or drying or crystallization]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	curate	[]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	minister_of_religion	[]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	minister	[]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	parson	[]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	pastor	[]
bn:00024459n	[wn2020:10094754n, wn:09983572n]	rector	[A person authorized to conduct religious worship]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	curio	[]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	curiosity	[]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	oddity	[]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	oddment	[]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	peculiarity	[]
bn:00024486n	[wn2020:03183843n, wn:03149951n]	rarity	[Something unusual -- perhaps worthy of collecting]
bn:00024472n	[wn:12356395n, wn2020:12482665n]	turmeric	[]
bn:00024472n	[wn:12356395n, wn2020:12482665n]	curcuma_longa	[]
bn:00024472n	[wn:12356395n, wn2020:12482665n]	curcuma_domestica	[Widely cultivated tropical plant of India having yellow flowers and a large aromatic deep yellow rhizome; source of a condiment and a yellow dye]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	systeme_international_d'unites	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	systeme_international	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	si_system	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	si	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	si_unit	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	international_system_of_units	[]
bn:00047162n	[wn2020:13712776n, wn:13578267n]	international_system	[A complete metric system of units of measurement for scientists; fundamental quantities are length (meter) and mass (kilogram) and time (second) and electric current (ampere) and temperature (kelvin) and amount of matter (mole) and luminous intensity (candela)]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	oath	[]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	expletive	[]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	swearword	[]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	swearing	[]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	cuss	[Profane or obscene expression usually of surprise or anger]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	curse_word	[]
bn:00024525n	[wn:07125096n, wn2020:07215892n]	curse	[]
bn:00024510n	[wn:11443532n, wn2020:11567783n]	current	[]
bn:00024510n	[wn:11443532n, wn2020:11567783n]	electric_current	[A flow of electricity through a conductor]
bn:00024529n	[wn:03150795n, wn2020:03184687n]	pointer	[(computer science) indicator consisting of a movable spot of light (an icon) on a visual display; moving it allows the user to point to commands or screen positions]
bn:00024529n	[wn:03150795n, wn2020:03184687n]	cursor	[]
bn:00047191n	[wn:08500819n, wn2020:08599134n]	interplanetary_space	[The part of outer space within the solar system]
bn:00024521n	[wn:07823951n, wn2020:07917701n]	curry	[(East Indian cookery) a pungent dish of vegetables or meats flavored with curry powder and usually eaten with rice]
bn:00047194n	[wn2020:05857850n, wn:05802730n]	interpolation	[(mathematics) calculation of the value of a function between the values already known]
bn:00024528n	[wn:06350274n, wn2020:06412829n]	running_hand	[]
bn:00024528n	[wn:06350274n, wn2020:06412829n]	longhand	[]
bn:00024528n	[wn:06350274n, wn2020:06412829n]	cursive_script	[Rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper]
bn:00024528n	[wn:06350274n, wn2020:06412829n]	cursive	[]
bn:00047229n	[wn:15269513n, wn2020:15416275n]	time_interval	[]
bn:00047229n	[wn:15269513n, wn2020:15416275n]	interval	[A definite length of time marked off by two instants]
bn:00024539n	[wn2020:07420582n, wn:07329363n]	opening_night	[]
bn:00024539n	[wn2020:07420582n, wn:07329363n]	opening	[]
bn:00024539n	[wn2020:07420582n, wn:07329363n]	curtain_raising	[The first performance (as of a theatrical production)]
bn:00024507n	[wn:13385913n, wn2020:13519640n]	currency	[The metal or paper medium of exchange that is presently used]
bn:00047225n	[wn:14149290n, wn2020:14289118n]	pneumocystis_pneumonia	[]
bn:00047225n	[wn:14149290n, wn2020:14289118n]	pneumocystis_carinii_pneumonia	[]
bn:00047225n	[wn:14149290n, wn2020:14289118n]	interstitial_plasma_cell_pneumonia	[Pneumonia occurring in infants or in persons with impaired immune systems (as AIDS victims)]
bn:00047225n	[wn:14149290n, wn2020:14289118n]	pneumocytosis	[]
bn:00047235n	[wn:00658082n, wn2020:00660925n]	treatment	[]
bn:00047235n	[wn:00658082n, wn2020:00660925n]	intervention	[Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)]
bn:00024541n	[wn:04610879n, wn2020:04656904n]	grounds	[]
bn:00024541n	[wn:04610879n, wn2020:04656904n]	yard	[]
bn:00024541n	[wn:04610879n, wn2020:04656904n]	curtilage	[The enclosed land around a house or other building]
bn:00047271n	[wn2020:06393650n, wn:06331641n]	intransitive_verb	[]
bn:00047271n	[wn2020:06393650n, wn:06331641n]	intransitive_verb_form	[]
bn:00047271n	[wn2020:06393650n, wn:06331641n]	intransitive	[A verb (or verb construction) that does not take an object]
bn:00047282n	[wn2020:00910861n, wn:00906829n]	ivp	[Performing pyelography with intravenous injection of a contrast medium]
bn:00047282n	[wn2020:00910861n, wn:00906829n]	intravenous_pyelography	[]
bn:00024546n	[wn2020:04733127n, wn:04686748n]	curvaceousness	[]
bn:00024546n	[wn2020:04733127n, wn:04686748n]	voluptuousness	[The quality of having a well-rounded body]
bn:00024546n	[wn2020:04733127n, wn:04686748n]	shapeliness	[]
bn:00047281n	[wn:03582508n, wn2020:03619926n]	intravenous_pyelogram	[]
bn:00047281n	[wn:03582508n, wn2020:03619926n]	ivp	[X-ray picture of the kidneys and ureters after injection of a radiopaque dye]
bn:00024534n	[wn2020:03184969n, wn:03151077n]	drapery	[]
bn:00024534n	[wn2020:03184969n, wn:03151077n]	drape	[]
bn:00024534n	[wn2020:03184969n, wn:03151077n]	pall	[Hanging cloth used as a blind (especially for a window)]
bn:00024534n	[wn2020:03184969n, wn:03151077n]	mantle	[]
bn:00024534n	[wn2020:03184969n, wn:03151077n]	curtain	[]
bn:00024545n	[wn:07274890n, wn2020:07366074n]	curtsy	[]
bn:00024545n	[wn:07274890n, wn2020:07366074n]	curtsey	[Bending the knees; a gesture of respect made by women]
bn:00024552n	[wn2020:00289776n, wn:00288190n]	curvet	[]
bn:00024552n	[wn2020:00289776n, wn:00288190n]	vaulting	[A light leap by a horse in which both hind legs leave the ground before the forelegs come down]
